Time,"Points:0","Points:1","Points:2","contact_pressure"
1.8,-0.5,-0.5,0.5,0
1.8,-0.5,-0.5,0.3,0
1.8,-0.5,-0.3,0.3,0
1.8,-0.5,-0.3,0.5,0
1.8,-0.3,-0.5,0.5,0
1.8,-0.3,-0.5,0.3,0
1.8,-0.3,-0.3,0.3,0
1.8,-0.3,-0.3,0.5,0
1.8,-0.5,-0.5,0.1,0
1.8,-0.5,-0.3,0.1,0
1.8,-0.3,-0.5,0.1,0
1.8,-0.3,-0.3,0.1,0
1.8,-0.5,-0.5,-0.1,0
1.8,-0.5,-0.3,-0.1,0
1.8,-0.3,-0.5,-0.1,0
1.8,-0.3,-0.3,-0.1,0
1.8,-0.5,-0.5,-0.3,0
1.8,-0.5,-0.3,-0.3,0
1.8,-0.3,-0.5,-0.3,0
1.8,-0.3,-0.3,-0.3,0
1.8,-0.5,-0.5,-0.5,0
1.8,-0.5,-0.3,-0.5,0
1.8,-0.3,-0.5,-0.5,0
1.8,-0.3,-0.3,-0.5,0
1.8,-0.5,-0.1,0.3,0
1.8,-0.5,-0.1,0.5,0
1.8,-0.3,-0.1,0.3,0
1.8,-0.3,-0.1,0.5,0
1.8,-0.5,-0.1,0.1,0
1.8,-0.3,-0.1,0.1,0
1.8,-0.5,-0.1,-0.1,0
1.8,-0.3,-0.1,-0.1,0
1.8,-0.5,-0.1,-0.3,0
1.8,-0.3,-0.1,-0.3,0
1.8,-0.5,-0.1,-0.5,0
1.8,-0.3,-0.1,-0.5,0
1.8,-0.5,0.1,0.3,0
1.8,-0.5,0.1,0.5,0
1.8,-0.3,0.1,0.3,0
1.8,-0.3,0.1,0.5,0
1.8,-0.5,0.1,0.1,0
1.8,-0.3,0.1,0.1,0
1.8,-0.5,0.1,-0.1,0
1.8,-0.3,0.1,-0.1,0
1.8,-0.5,0.1,-0.3,0
1.8,-0.3,0.1,-0.3,0
1.8,-0.5,0.1,-0.5,0
1.8,-0.3,0.1,-0.5,0
1.8,-0.5,0.3,0.3,0
1.8,-0.5,0.3,0.5,0
1.8,-0.3,0.3,0.3,0
1.8,-0.3,0.3,0.5,0
1.8,-0.5,0.3,0.1,0
1.8,-0.3,0.3,0.1,0
1.8,-0.5,0.3,-0.1,0
1.8,-0.3,0.3,-0.1,0
1.8,-0.5,0.3,-0.3,0
1.8,-0.3,0.3,-0.3,0
1.8,-0.5,0.3,-0.5,0
1.8,-0.3,0.3,-0.5,0
1.8,-0.5,0.5,0.3,0
1.8,-0.5,0.5,0.5,0
1.8,-0.3,0.5,0.3,0
1.8,-0.3,0.5,0.5,0
1.8,-0.5,0.5,0.1,0
1.8,-0.3,0.5,0.1,0
1.8,-0.5,0.5,-0.1,0
1.8,-0.3,0.5,-0.1,0
1.8,-0.5,0.5,-0.3,0
1.8,-0.3,0.5,-0.3,0
1.8,-0.5,0.5,-0.5,0
1.8,-0.3,0.5,-0.5,0
1.8,-0.1,-0.5,0.5,0
1.8,-0.1,-0.5,0.3,0
1.8,-0.1,-0.3,0.3,0
1.8,-0.1,-0.3,0.5,0
1.8,-0.1,-0.5,0.1,0
1.8,-0.1,-0.3,0.1,0
1.8,-0.1,-0.5,-0.1,0
1.8,-0.1,-0.3,-0.1,0
1.8,-0.1,-0.5,-0.3,0
1.8,-0.1,-0.3,-0.3,0
1.8,-0.1,-0.5,-0.5,0
1.8,-0.1,-0.3,-0.5,0
1.8,-0.1,-0.1,0.3,0
1.8,-0.1,-0.1,0.5,0
1.8,-0.1,-0.1,0.1,0
1.8,-0.1,-0.1,-0.1,0
1.8,-0.1,-0.1,-0.3,0
1.8,-0.1,-0.1,-0.5,0
1.8,-0.1,0.1,0.3,0
1.8,-0.1,0.1,0.5,0
1.8,-0.1,0.1,0.1,0
1.8,-0.1,0.1,-0.1,0
1.8,-0.1,0.1,-0.3,0
1.8,-0.1,0.1,-0.5,0
1.8,-0.1,0.3,0.3,0
1.8,-0.1,0.3,0.5,0
1.8,-0.1,0.3,0.1,0
1.8,-0.1,0.3,-0.1,0
1.8,-0.1,0.3,-0.3,0
1.8,-0.1,0.3,-0.5,0
1.8,-0.1,0.5,0.3,0
1.8,-0.1,0.5,0.5,0
1.8,-0.1,0.5,0.1,0
1.8,-0.1,0.5,-0.1,0
1.8,-0.1,0.5,-0.3,0
1.8,-0.1,0.5,-0.5,0
1.8,0.1,-0.5,0.5,0
1.8,0.1,-0.5,0.3,0
1.8,0.1,-0.3,0.3,0
1.8,0.1,-0.3,0.5,0
1.8,0.1,-0.5,0.1,0
1.8,0.1,-0.3,0.1,0
1.8,0.1,-0.5,-0.1,0
1.8,0.1,-0.3,-0.1,0
1.8,0.1,-0.5,-0.3,0
1.8,0.1,-0.3,-0.3,0
1.8,0.1,-0.5,-0.5,0
1.8,0.1,-0.3,-0.5,0
1.8,0.1,-0.1,0.3,0
1.8,0.1,-0.1,0.5,0
1.8,0.1,-0.1,0.1,0
1.8,0.1,-0.1,-0.1,0
1.8,0.1,-0.1,-0.3,0
1.8,0.1,-0.1,-0.5,0
1.8,0.1,0.1,0.3,0
1.8,0.1,0.1,0.5,0
1.8,0.1,0.1,0.1,0
1.8,0.1,0.1,-0.1,0
1.8,0.1,0.1,-0.3,0
1.8,0.1,0.1,-0.5,0
1.8,0.1,0.3,0.3,0
1.8,0.1,0.3,0.5,0
1.8,0.1,0.3,0.1,0
1.8,0.1,0.3,-0.1,0
1.8,0.1,0.3,-0.3,0
1.8,0.1,0.3,-0.5,0
1.8,0.1,0.5,0.3,0
1.8,0.1,0.5,0.5,0
1.8,0.1,0.5,0.1,0
1.8,0.1,0.5,-0.1,0
1.8,0.1,0.5,-0.3,0
1.8,0.1,0.5,-0.5,0
1.8,0.3,-0.5,0.5,0
1.8,0.3,-0.5,0.3,0
1.8,0.3,-0.3,0.3,0
1.8,0.3,-0.3,0.5,0
1.8,0.3,-0.5,0.1,0
1.8,0.3,-0.3,0.1,0
1.8,0.3,-0.5,-0.1,0
1.8,0.3,-0.3,-0.1,0
1.8,0.3,-0.5,-0.3,0
1.8,0.3,-0.3,-0.3,0
1.8,0.3,-0.5,-0.5,0
1.8,0.3,-0.3,-0.5,0
1.8,0.3,-0.1,0.3,0
1.8,0.3,-0.1,0.5,0
1.8,0.3,-0.1,0.1,0
1.8,0.3,-0.1,-0.1,0
1.8,0.3,-0.1,-0.3,0
1.8,0.3,-0.1,-0.5,0
1.8,0.3,0.1,0.3,0
1.8,0.3,0.1,0.5,0
1.8,0.3,0.1,0.1,0
1.8,0.3,0.1,-0.1,0
1.8,0.3,0.1,-0.3,0
1.8,0.3,0.1,-0.5,0
1.8,0.3,0.3,0.3,0
1.8,0.3,0.3,0.5,0
1.8,0.3,0.3,0.1,0
1.8,0.3,0.3,-0.1,0
1.8,0.3,0.3,-0.3,0
1.8,0.3,0.3,-0.5,0
1.8,0.3,0.5,0.3,0
1.8,0.3,0.5,0.5,0
1.8,0.3,0.5,0.1,0
1.8,0.3,0.5,-0.1,0
1.8,0.3,0.5,-0.3,0
1.8,0.3,0.5,-0.5,0
1.8,0.5,-0.5,0.5,0
1.8,0.5,-0.5,0.3,0
1.8,0.5,-0.3,0.3,0
1.8,0.5,-0.3,0.5,0
1.8,0.5,-0.5,0.1,0
1.8,0.5,-0.3,0.1,0
1.8,0.5,-0.5,-0.1,0
1.8,0.5,-0.3,-0.1,0
1.8,0.5,-0.5,-0.3,0
1.8,0.5,-0.3,-0.3,0
1.8,0.5,-0.5,-0.5,0
1.8,0.5,-0.3,-0.5,0
1.8,0.5,-0.1,0.3,0
1.8,0.5,-0.1,0.5,0
1.8,0.5,-0.1,0.1,0
1.8,0.5,-0.1,-0.1,0
1.8,0.5,-0.1,-0.3,0
1.8,0.5,-0.1,-0.5,0
1.8,0.5,0.1,0.3,0
1.8,0.5,0.1,0.5,0
1.8,0.5,0.1,0.1,0
1.8,0.5,0.1,-0.1,0
1.8,0.5,0.1,-0.3,0
1.8,0.5,0.1,-0.5,0
1.8,0.5,0.3,0.3,0
1.8,0.5,0.3,0.5,0
1.8,0.5,0.3,0.1,0
1.8,0.5,0.3,-0.1,0
1.8,0.5,0.3,-0.3,0
1.8,0.5,0.3,-0.5,0
1.8,0.5,0.5,0.3,0
1.8,0.5,0.5,0.5,0
1.8,0.5,0.5,0.1,0
1.8,0.5,0.5,-0.1,0
1.8,0.5,0.5,-0.3,0
1.8,0.5,0.5,-0.5,0
1.8,-0.5,0.5,0.5,1007.7
1.8,-0.5,0.5,0.3,1179.9
1.8,-0.5,0.7,0.3,0
1.8,-0.5,0.7,0.5,0
1.8,-0.3,0.5,0.5,1180
1.8,-0.3,0.5,0.3,1298.6
1.8,-0.3,0.7,0.3,0
1.8,-0.3,0.7,0.5,0
1.8,-0.5,0.5,0.1,1447.3
1.8,-0.5,0.7,0.1,0
1.8,-0.3,0.5,0.1,1540.4
1.8,-0.3,0.7,0.1,0
1.8,-0.5,0.5,-0.1,1447.3
1.8,-0.5,0.7,-0.1,0
1.8,-0.3,0.5,-0.1,1540.4
1.8,-0.3,0.7,-0.1,0
1.8,-0.5,0.5,-0.3,1179.9
1.8,-0.5,0.7,-0.3,0
1.8,-0.3,0.5,-0.3,1298.5
1.8,-0.3,0.7,-0.3,0
1.8,-0.5,0.5,-0.5,1007.5
1.8,-0.5,0.7,-0.5,0
1.8,-0.3,0.5,-0.5,1179.8
1.8,-0.3,0.7,-0.5,0
1.8,-0.5,0.9,0.3,0
1.8,-0.5,0.9,0.5,0
1.8,-0.3,0.9,0.3,0
1.8,-0.3,0.9,0.5,0
1.8,-0.5,0.9,0.1,0
1.8,-0.3,0.9,0.1,0
1.8,-0.5,0.9,-0.1,0
1.8,-0.3,0.9,-0.1,0
1.8,-0.5,0.9,-0.3,0
1.8,-0.3,0.9,-0.3,0
1.8,-0.5,0.9,-0.5,0
1.8,-0.3,0.9,-0.5,0
1.8,-0.5,1.1,0.3,0
1.8,-0.5,1.1,0.5,0
1.8,-0.3,1.1,0.3,0
1.8,-0.3,1.1,0.5,0
1.8,-0.5,1.1,0.1,0
1.8,-0.3,1.1,0.1,0
1.8,-0.5,1.1,-0.1,0
1.8,-0.3,1.1,-0.1,0
1.8,-0.5,1.1,-0.3,0
1.8,-0.3,1.1,-0.3,0
1.8,-0.5,1.1,-0.5,0
1.8,-0.3,1.1,-0.5,0
1.8,-0.5,1.3,0.3,0
1.8,-0.5,1.3,0.5,0
1.8,-0.3,1.3,0.3,0
1.8,-0.3,1.3,0.5,0
1.8,-0.5,1.3,0.1,0
1.8,-0.3,1.3,0.1,0
1.8,-0.5,1.3,-0.1,0
1.8,-0.3,1.3,-0.1,0
1.8,-0.5,1.3,-0.3,0
1.8,-0.3,1.3,-0.3,0
1.8,-0.5,1.3,-0.5,0
1.8,-0.3,1.3,-0.5,0
1.8,-0.5,1.5,0.3,0
1.8,-0.5,1.5,0.5,0
1.8,-0.3,1.5,0.3,0
