Time,"Points:0","Points:1","Points:2","ids","temperature"
980,-0.5,0.2,0,509,899.59
980,-0.47,0.2,0,507,899.52
980,-0.47,0.23333,0,2113,899.52
980,-0.5,0.23333,0,2114,899.57
980,-0.44,0.2,0,505,899.47
980,-0.44,0.23333,0,2115,899.47
980,-0.41,0.2,0,503,899.42
980,-0.41,0.23333,0,2116,899.42
980,-0.38,0.2,0,501,899.36
980,-0.38,0.23333,0,2117,899.36
980,-0.35,0.2,0,499,899.31
980,-0.35,0.23333,0,2118,899.31
980,-0.32,0.2,0,497,899.26
980,-0.32,0.23333,0,2119,899.26
980,-0.29,0.2,0,495,899.21
980,-0.29,0.23333,0,2120,899.21
980,-0.26,0.2,0,493,899.16
980,-0.26,0.23333,0,2121,899.16
980,-0.23,0.2,0,491,899.11
980,-0.23,0.23333,0,2122,899.11
980,-0.2,0.2,0,489,899.05
980,-0.2,0.23333,0,2123,899.05
980,-0.17,0.2,0,487,899
980,-0.17,0.23333,0,2124,899
980,-0.14,0.2,0,485,898.95
980,-0.14,0.23333,0,2125,898.96
980,-0.11,0.2,0,483,898.91
980,-0.11,0.23333,0,2126,898.91
980,-0.08,0.2,0,481,898.86
980,-0.08,0.23333,0,2127,898.86
980,-0.05,0.2,0,479,898.81
980,-0.05,0.23333,0,2128,898.81
980,-0.02,0.2,0,477,898.76
980,-0.02,0.23333,0,2129,898.76
980,0.01,0.2,0,475,898.71
980,0.01,0.23333,0,2130,898.71
980,0.04,0.2,0,473,898.67
980,0.04,0.23333,0,2131,898.67
980,0.07,0.2,0,471,898.62
980,0.07,0.23333,0,2132,898.62
980,0.1,0.2,0,469,898.58
980,0.1,0.23333,0,2133,898.58
980,0.13,0.2,0,467,898.53
980,0.13,0.23333,0,2134,898.53
980,0.16,0.2,0,465,898.49
980,0.16,0.23333,0,2135,898.49
980,0.19,0.2,0,463,898.45
980,0.19,0.23333,0,2136,898.45
980,0.22,0.2,0,461,898.4
980,0.22,0.23333,0,2137,898.4
980,0.25,0.2,0,459,898.36
980,0.25,0.23333,0,2138,898.36
980,0.28,0.2,0,457,898.32
980,0.28,0.23333,0,2139,898.32
980,0.31,0.2,0,455,898.28
980,0.31,0.23333,0,2140,898.28
980,0.34,0.2,0,453,898.24
980,0.34,0.23333,0,2141,898.24
980,0.37,0.2,0,451,898.2
980,0.37,0.23333,0,2142,898.2
980,0.4,0.2,0,449,898.16
980,0.4,0.23333,0,2143,898.16
980,0.43,0.2,0,447,898.13
980,0.43,0.23333,0,2144,898.13
980,0.46,0.2,0,445,898.09
980,0.46,0.23333,0,2145,898.09
980,0.49,0.2,0,443,898.05
980,0.49,0.23333,0,2146,898.05
980,0.52,0.2,0,441,898.02
980,0.52,0.23333,0,2147,898.02
980,0.55,0.2,0,439,897.98
980,0.55,0.23333,0,2148,897.98
980,0.58,0.2,0,437,897.95
980,0.58,0.23333,0,2149,897.95
980,0.61,0.2,0,435,897.91
980,0.61,0.23333,0,2150,897.92
980,0.64,0.2,0,433,897.88
980,0.64,0.23333,0,2151,897.88
980,0.67,0.2,0,431,897.85
980,0.67,0.23333,0,2152,897.85
980,0.7,0.2,0,429,897.82
980,0.7,0.23333,0,2153,897.82
980,0.73,0.2,0,427,897.79
980,0.73,0.23333,0,2154,897.79
980,0.76,0.2,0,425,897.76
980,0.76,0.23333,0,2155,897.76
980,0.79,0.2,0,423,897.73
980,0.79,0.23333,0,2156,897.73
980,0.82,0.2,0,421,897.71
980,0.82,0.23333,0,2157,897.71
980,0.85,0.2,0,419,897.68
980,0.85,0.23333,0,2158,897.68
980,0.88,0.2,0,417,897.66
980,0.88,0.23333,0,2159,897.66
980,0.91,0.2,0,415,897.63
980,0.91,0.23333,0,2160,897.63
980,0.94,0.2,0,413,897.61
980,0.94,0.23333,0,2161,897.61
980,0.97,0.2,0,410,897.59
980,0.97,0.23333,0,2162,897.6
980,1,0.2,0,409,897.57
980,1,0.23333,0,1942,897.58
980,-0.47,0.26667,0,2163,899.52
980,-0.5,0.26667,0,2164,899.57
980,-0.44,0.26667,0,2165,899.47
980,-0.41,0.26667,0,2166,899.42
980,-0.38,0.26667,0,2167,899.36
980,-0.35,0.26667,0,2168,899.31
980,-0.32,0.26667,0,2169,899.26
980,-0.29,0.26667,0,2170,899.21
980,-0.26,0.26667,0,2171,899.16
980,-0.23,0.26667,0,2172,899.11
980,-0.2,0.26667,0,2173,899.05
980,-0.17,0.26667,0,2174,899
980,-0.14,0.26667,0,2175,898.96
980,-0.11,0.26667,0,2176,898.91
980,-0.08,0.26667,0,2177,898.86
980,-0.05,0.26667,0,2178,898.81
980,-0.02,0.26667,0,2179,898.76
980,0.01,0.26667,0,2180,898.71
980,0.04,0.26667,0,2181,898.67
980,0.07,0.26667,0,2182,898.62
980,0.1,0.26667,0,2183,898.58
980,0.13,0.26667,0,2184,898.53
