Time,"Points:0","Points:1","Points:2","ids","temperature"
230,-0.5,0.2,0,509,897.6
230,-0.47,0.2,0,507,897.23
230,-0.47,0.23333,0,2113,897.23
230,-0.5,0.23333,0,2114,897.49
230,-0.44,0.2,0,505,896.93
230,-0.44,0.23333,0,2115,896.93
230,-0.41,0.2,0,503,896.63
230,-0.41,0.23333,0,2116,896.64
230,-0.38,0.2,0,501,896.34
230,-0.38,0.23333,0,2117,896.34
230,-0.35,0.2,0,499,896.05
230,-0.35,0.23333,0,2118,896.05
230,-0.32,0.2,0,497,895.76
230,-0.32,0.23333,0,2119,895.77
230,-0.29,0.2,0,495,895.48
230,-0.29,0.23333,0,2120,895.49
230,-0.26,0.2,0,493,895.2
230,-0.26,0.23333,0,2121,895.21
230,-0.23,0.2,0,491,894.93
230,-0.23,0.23333,0,2122,894.94
230,-0.2,0.2,0,489,894.67
230,-0.2,0.23333,0,2123,894.67
230,-0.17,0.2,0,487,894.41
230,-0.17,0.23333,0,2124,894.41
230,-0.14,0.2,0,485,894.15
230,-0.14,0.23333,0,2125,894.16
230,-0.11,0.2,0,483,893.9
230,-0.11,0.23333,0,2126,893.91
230,-0.08,0.2,0,481,893.66
230,-0.08,0.23333,0,2127,893.66
230,-0.05,0.2,0,479,893.42
230,-0.05,0.23333,0,2128,893.43
230,-0.02,0.2,0,477,893.19
230,-0.02,0.23333,0,2129,893.2
230,0.01,0.2,0,475,892.96
230,0.01,0.23333,0,2130,892.97
230,0.04,0.2,0,473,892.74
230,0.04,0.23333,0,2131,892.75
230,0.07,0.2,0,471,892.53
230,0.07,0.23333,0,2132,892.53
230,0.1,0.2,0,469,892.32
230,0.1,0.23333,0,2133,892.33
230,0.13,0.2,0,467,892.12
230,0.13,0.23333,0,2134,892.12
230,0.16,0.2,0,465,891.92
230,0.16,0.23333,0,2135,891.92
230,0.19,0.2,0,463,891.73
230,0.19,0.23333,0,2136,891.73
230,0.22,0.2,0,461,891.54
230,0.22,0.23333,0,2137,891.55
230,0.25,0.2,0,459,891.36
230,0.25,0.23333,0,2138,891.37
230,0.28,0.2,0,457,891.19
230,0.28,0.23333,0,2139,891.19
230,0.31,0.2,0,455,891.02
230,0.31,0.23333,0,2140,891.03
230,0.34,0.2,0,453,890.86
230,0.34,0.23333,0,2141,890.86
230,0.37,0.2,0,451,890.7
230,0.37,0.23333,0,2142,890.71
230,0.4,0.2,0,449,890.55
230,0.4,0.23333,0,2143,890.56
230,0.43,0.2,0,447,890.4
230,0.43,0.23333,0,2144,890.41
230,0.46,0.2,0,445,890.26
230,0.46,0.23333,0,2145,890.27
230,0.49,0.2,0,443,890.13
230,0.49,0.23333,0,2146,890.14
230,0.52,0.2,0,441,890
230,0.52,0.23333,0,2147,890.01
230,0.55,0.2,0,439,889.88
230,0.55,0.23333,0,2148,889.89
230,0.58,0.2,0,437,889.76
230,0.58,0.23333,0,2149,889.77
230,0.61,0.2,0,435,889.65
230,0.61,0.23333,0,2150,889.66
230,0.64,0.2,0,433,889.55
230,0.64,0.23333,0,2151,889.56
230,0.67,0.2,0,431,889.45
230,0.67,0.23333,0,2152,889.46
230,0.7,0.2,0,429,889.36
230,0.7,0.23333,0,2153,889.37
230,0.73,0.2,0,427,889.27
230,0.73,0.23333,0,2154,889.28
230,0.76,0.2,0,425,889.19
230,0.76,0.23333,0,2155,889.2
230,0.79,0.2,0,423,889.12
230,0.79,0.23333,0,2156,889.12
230,0.82,0.2,0,421,889.05
230,0.82,0.23333,0,2157,889.05
230,0.85,0.2,0,419,888.98
230,0.85,0.23333,0,2158,888.99
230,0.88,0.2,0,417,888.93
230,0.88,0.23333,0,2159,888.93
230,0.91,0.2,0,415,888.88
230,0.91,0.23333,0,2160,888.88
230,0.94,0.2,0,413,888.83
230,0.94,0.23333,0,2161,888.84
230,0.97,0.2,0,410,888.79
230,0.97,0.23333,0,2162,888.8
230,1,0.2,0,409,888.75
230,1,0.23333,0,1942,888.78
230,-0.47,0.26667,0,2163,897.23
230,-0.5,0.26667,0,2164,897.49
