Time,"Points:0","Points:1","Points:2","ids","temperature"
480,-0.5,0.2,0,509,898.79
480,-0.47,0.2,0,507,898.6
480,-0.47,0.23333,0,2113,898.6
480,-0.5,0.23333,0,2114,898.73
480,-0.44,0.2,0,505,898.44
480,-0.44,0.23333,0,2115,898.44
480,-0.41,0.2,0,503,898.29
480,-0.41,0.23333,0,2116,898.29
480,-0.38,0.2,0,501,898.14
480,-0.38,0.23333,0,2117,898.14
480,-0.35,0.2,0,499,897.99
480,-0.35,0.23333,0,2118,897.99
480,-0.32,0.2,0,497,897.84
480,-0.32,0.23333,0,2119,897.84
480,-0.29,0.2,0,495,897.69
480,-0.29,0.23333,0,2120,897.69
480,-0.26,0.2,0,493,897.55
480,-0.26,0.23333,0,2121,897.55
480,-0.23,0.2,0,491,897.4
480,-0.23,0.23333,0,2122,897.41
480,-0.2,0.2,0,489,897.26
480,-0.2,0.23333,0,2123,897.26
480,-0.17,0.2,0,487,897.12
480,-0.17,0.23333,0,2124,897.13
480,-0.14,0.2,0,485,896.99
480,-0.14,0.23333,0,2125,896.99
480,-0.11,0.2,0,483,896.85
480,-0.11,0.23333,0,2126,896.86
480,-0.08,0.2,0,481,896.72
480,-0.08,0.23333,0,2127,896.73
480,-0.05,0.2,0,479,896.59
480,-0.05,0.23333,0,2128,896.6
480,-0.02,0.2,0,477,896.47
480,-0.02,0.23333,0,2129,896.47
480,0.01,0.2,0,475,896.35
480,0.01,0.23333,0,2130,896.35
480,0.04,0.2,0,473,896.23
480,0.04,0.23333,0,2131,896.23
480,0.07,0.2,0,471,896.11
480,0.07,0.23333,0,2132,896.11
480,0.1,0.2,0,469,895.99
480,0.1,0.23333,0,2133,896
480,0.13,0.2,0,467,895.88
480,0.13,0.23333,0,2134,895.89
480,0.16,0.2,0,465,895.77
480,0.16,0.23333,0,2135,895.78
480,0.19,0.2,0,463,895.67
480,0.19,0.23333,0,2136,895.67
480,0.22,0.2,0,461,895.56
480,0.22,0.23333,0,2137,895.57
480,0.25,0.2,0,459,895.46
480,0.25,0.23333,0,2138,895.47
480,0.28,0.2,0,457,895.37
480,0.28,0.23333,0,2139,895.37
480,0.31,0.2,0,455,895.27
480,0.31,0.23333,0,2140,895.27
480,0.34,0.2,0,453,895.18
480,0.34,0.23333,0,2141,895.18
480,0.37,0.2,0,451,895.09
480,0.37,0.23333,0,2142,895.09
480,0.4,0.2,0,449,895
480,0.4,0.23333,0,2143,895.01
480,0.43,0.2,0,447,894.92
480,0.43,0.23333,0,2144,894.92
480,0.46,0.2,0,445,894.84
480,0.46,0.23333,0,2145,894.84
480,0.49,0.2,0,443,894.76
480,0.49,0.23333,0,2146,894.76
480,0.52,0.2,0,441,894.69
480,0.52,0.23333,0,2147,894.69
480,0.55,0.2,0,439,894.61
480,0.55,0.23333,0,2148,894.62
480,0.58,0.2,0,437,894.54
480,0.58,0.23333,0,2149,894.55
480,0.61,0.2,0,435,894.48
480,0.61,0.23333,0,2150,894.48
480,0.64,0.2,0,433,894.41
480,0.64,0.23333,0,2151,894.42
480,0.67,0.2,0,431,894.35
480,0.67,0.23333,0,2152,894.36
480,0.7,0.2,0,429,894.29
480,0.7,0.23333,0,2153,894.3
480,0.73,0.2,0,427,894.24
480,0.73,0.23333,0,2154,894.24
480,0.76,0.2,0,425,894.19
480,0.76,0.23333,0,2155,894.19
480,0.79,0.2,0,423,894.14
480,0.79,0.23333,0,2156,894.14
480,0.82,0.2,0,421,894.09
480,0.82,0.23333,0,2157,894.1
480,0.85,0.2,0,419,894.05
480,0.85,0.23333,0,2158,894.05
480,0.88,0.2,0,417,894.01
480,0.88,0.23333,0,2159,894.01
480,0.91,0.2,0,415,893.97
480,0.91,0.23333,0,2160,893.98
480,0.94,0.2,0,413,893.94
480,0.94,0.23333,0,2161,893.95
480,0.97,0.2,0,410,893.91
480,0.97,0.23333,0,2162,893.92
480,1,0.2,0,409,893.88
480,1,0.23333,0,1942,893.9
480,-0.47,0.26667,0,2163,898.6
480,-0.5,0.26667,0,2164,898.73
480,-0.44,0.26667,0,2165,898.44
480,-0.41,0.26667,0,2166,898.29
480,-0.38,0.26667,0,2167,898.14
480,-0.35,0.26667,0,2168,897.99
480,-0.32,0.26667,0,2169,897.84
480,-0.29,0.26667,0,2170,897.69
480,-0.26,0.26667,0,2171,897.55
480,-0.23,0.26667,0,2172,897.41
480,-0.2,0.26667,0,2173,897.26
480,-0.17,0.26667,0,2174,897.13
480,-0.14,0.26667,0,2175,896.99
480,-0.11,0.26667,0,2176,896.86
480,-0.08,0.26667,0,2177,896.73
480,-0.05,0.26667,0,2178,896.6
480,-0.02,0.26667,0,2179,896.47
480,0.01,0.26667,0,2180,896.35
480,0.04,0.26667,0,2181,896.23
480,0.07,0.26667,0,2182,896.11
480,0.1,0.26667,0,2183,896
480,0.13,0.26667,0,2184,895.89
480,0.16,0.26667,0,2185,895.78
480,0.19,0.26667,0,2186,895.67
480,0.22,0.26667,0,2187,895.57
480,0.25,0.26667,0,2188,895.47
480,0.28,0.26667,0,2189,895.37
480,0.31,0.26667,0,2190,895.27
480,0.34,0.26667,0,2191,895.18
480,0.37,0.26667,0,2192,895.09
480,0.4,0.26667,0,2193,895.01
480,0.43,0.26667,0,2194,894.92
480,0.46,0.26667,0,2195,894.84
480,0.49,0.26667,0,2196,894.76
480,0.52,0.26667,0,2197,894.69
480,0.55,0.26667,0,2198,894.62
480,0.58,0.26667,0,2199,894.55
480,0.61,0.26667,0,2200,894.48
480,0.64,0.26667,0,2201,894.42
480,0.67,0.26667,0,2202,894.36
480,0.7,0.26667,0,2203,894.3
480,0.73,0.26667,0,2204,894.24
