Time,"Points:0","Points:1","Points:2","ids","temperature"
280,-0.5,0.2,0,509,897.93
280,-0.47,0.2,0,507,897.61
280,-0.47,0.23333,0,2113,897.61
280,-0.5,0.23333,0,2114,897.84
280,-0.44,0.2,0,505,897.35
280,-0.44,0.23333,0,2115,897.35
280,-0.41,0.2,0,503,897.09
280,-0.41,0.23333,0,2116,897.1
280,-0.38,0.2,0,501,896.84
280,-0.38,0.23333,0,2117,896.84
280,-0.35,0.2,0,499,896.59
280,-0.35,0.23333,0,2118,896.59
280,-0.32,0.2,0,497,896.34
280,-0.32,0.23333,0,2119,896.34
280,-0.29,0.2,0,495,896.09
280,-0.29,0.23333,0,2120,896.1
280,-0.26,0.2,0,493,895.85
280,-0.26,0.23333,0,2121,895.86
280,-0.23,0.2,0,491,895.61
280,-0.23,0.23333,0,2122,895.62
280,-0.2,0.2,0,489,895.38
280,-0.2,0.23333,0,2123,895.39
280,-0.17,0.2,0,487,895.15
280,-0.17,0.23333,0,2124,895.16
280,-0.14,0.2,0,485,894.93
280,-0.14,0.23333,0,2125,894.94
280,-0.11,0.2,0,483,894.71
280,-0.11,0.23333,0,2126,894.72
280,-0.08,0.2,0,481,894.5
280,-0.08,0.23333,0,2127,894.51
280,-0.05,0.2,0,479,894.29
280,-0.05,0.23333,0,2128,894.3
280,-0.02,0.2,0,477,894.09
280,-0.02,0.23333,0,2129,894.09
280,0.01,0.2,0,475,893.89
280,0.01,0.23333,0,2130,893.9
280,0.04,0.2,0,473,893.7
280,0.04,0.23333,0,2131,893.7
280,0.07,0.2,0,471,893.51
280,0.07,0.23333,0,2132,893.51
280,0.1,0.2,0,469,893.33
280,0.1,0.23333,0,2133,893.33
280,0.13,0.2,0,467,893.15
280,0.13,0.23333,0,2134,893.15
280,0.16,0.2,0,465,892.97
280,0.16,0.23333,0,2135,892.98
280,0.19,0.2,0,463,892.8
280,0.19,0.23333,0,2136,892.81
280,0.22,0.2,0,461,892.64
280,0.22,0.23333,0,2137,892.65
280,0.25,0.2,0,459,892.48
280,0.25,0.23333,0,2138,892.49
280,0.28,0.2,0,457,892.33
280,0.28,0.23333,0,2139,892.34
280,0.31,0.2,0,455,892.18
280,0.31,0.23333,0,2140,892.19
280,0.34,0.2,0,453,892.04
280,0.34,0.23333,0,2141,892.04
280,0.37,0.2,0,451,891.9
280,0.37,0.23333,0,2142,891.91
280,0.4,0.2,0,449,891.77
280,0.4,0.23333,0,2143,891.77
280,0.43,0.2,0,447,891.64
280,0.43,0.23333,0,2144,891.64
280,0.46,0.2,0,445,891.51
280,0.46,0.23333,0,2145,891.52
280,0.49,0.2,0,443,891.4
280,0.49,0.23333,0,2146,891.4
280,0.52,0.2,0,441,891.28
280,0.52,0.23333,0,2147,891.29
280,0.55,0.2,0,439,891.17
280,0.55,0.23333,0,2148,891.18
280,0.58,0.2,0,437,891.07
280,0.58,0.23333,0,2149,891.08
280,0.61,0.2,0,435,890.97
280,0.61,0.23333,0,2150,890.98
280,0.64,0.2,0,433,890.88
280,0.64,0.23333,0,2151,890.89
280,0.67,0.2,0,431,890.79
280,0.67,0.23333,0,2152,890.8
280,0.7,0.2,0,429,890.71
280,0.7,0.23333,0,2153,890.71
280,0.73,0.2,0,427,890.63
280,0.73,0.23333,0,2154,890.64
280,0.76,0.2,0,425,890.56
280,0.76,0.23333,0,2155,890.56
280,0.79,0.2,0,423,890.49
280,0.79,0.23333,0,2156,890.49
280,0.82,0.2,0,421,890.43
280,0.82,0.23333,0,2157,890.43
280,0.85,0.2,0,419,890.37
280,0.85,0.23333,0,2158,890.37
280,0.88,0.2,0,417,890.32
280,0.88,0.23333,0,2159,890.32
280,0.91,0.2,0,415,890.27
280,0.91,0.23333,0,2160,890.28
280,0.94,0.2,0,413,890.23
280,0.94,0.23333,0,2161,890.23
280,0.97,0.2,0,410,890.19
280,0.97,0.23333,0,2162,890.2
280,1,0.2,0,409,890.15
280,1,0.23333,0,1942,890.18
280,-0.47,0.26667,0,2163,897.61
280,-0.5,0.26667,0,2164,897.84
280,-0.44,0.26667,0,2165,897.35
280,-0.41,0.26667,0,2166,897.1
280,-0.38,0.26667,0,2167,896.84
280,-0.35,0.26667,0,2168,896.59
280,-0.32,0.26667,0,2169,896.34
280,-0.29,0.26667,0,2170,896.1
280,-0.26,0.26667,0,2171,895.86
280,-0.23,0.26667,0,2172,895.62
280,-0.2,0.26667,0,2173,895.39
280,-0.17,0.26667,0,2174,895.16
280,-0.14,0.26667,0,2175,894.94
280,-0.11,0.26667,0,2176,894.72
280,-0.08,0.26667,0,2177,894.51
280,-0.05,0.26667,0,2178,894.3
280,-0.02,0.26667,0,2179,894.09
280,0.01,0.26667,0,2180,893.9
280,0.04,0.26667,0,2181,893.7
280,0.07,0.26667,0,2182,893.51
280,0.1,0.26667,0,2183,893.33
280,0.13,0.26667,0,2184,893.15
280,0.16,0.26667,0,2185,892.98
280,0.19,0.26667,0,2186,892.81
280,0.22,0.26667,0,2187,892.65
280,0.25,0.26667,0,2188,892.49
280,0.28,0.26667,0,2189,892.34
280,0.31,0.26667,0,2190,892.19
280,0.34,0.26667,0,2191,892.04
280,0.37,0.26667,0,2192,891.91
280,0.4,0.26667,0,2193,891.77
280,0.43,0.26667,0,2194,891.64
280,0.46,0.26667,0,2195,891.52
280,0.49,0.26667,0,2196,891.4
280,0.52,0.26667,0,2197,891.29
280,0.55,0.26667,0,2198,891.18
280,0.58,0.26667,0,2199,891.08
280,0.61,0.26667,0,2200,890.98
280,0.64,0.26667,0,2201,890.89
280,0.67,0.26667,0,2202,890.8
280,0.7,0.26667,0,2203,890.71
280,0.73,0.26667,0,2204,890.64
280,0.76,0.26667,0,2205,890.56
280,0.79,0.26667,0,2206,890.49
280,0.82,0.26667,0,2207,890.43
280,0.85,0.26667,0,2208,890.37
280,0.88,0.26667,0,2209,890.32
280,0.91,0.26667,0,2210,890.28
280,0.94,0.26667,0,2211,890.23
