Time,"Points:0","Points:1","Points:2","ids","temperature"
840,-0.5,0.2,0,509,899.47
840,-0.47,0.2,0,507,899.38
840,-0.47,0.23333,0,2113,899.38
840,-0.5,0.23333,0,2114,899.44
840,-0.44,0.2,0,505,899.31
840,-0.44,0.23333,0,2115,899.31
840,-0.41,0.2,0,503,899.24
840,-0.41,0.23333,0,2116,899.24
840,-0.38,0.2,0,501,899.17
840,-0.38,0.23333,0,2117,899.17
840,-0.35,0.2,0,499,899.11
840,-0.35,0.23333,0,2118,899.11
840,-0.32,0.2,0,497,899.04
840,-0.32,0.23333,0,2119,899.04
840,-0.29,0.2,0,495,898.97
840,-0.29,0.23333,0,2120,898.97
840,-0.26,0.2,0,493,898.91
840,-0.26,0.23333,0,2121,898.91
840,-0.23,0.2,0,491,898.84
840,-0.23,0.23333,0,2122,898.84
840,-0.2,0.2,0,489,898.78
840,-0.2,0.23333,0,2123,898.78
840,-0.17,0.2,0,487,898.71
840,-0.17,0.23333,0,2124,898.71
840,-0.14,0.2,0,485,898.65
840,-0.14,0.23333,0,2125,898.65
840,-0.11,0.2,0,483,898.58
840,-0.11,0.23333,0,2126,898.59
840,-0.08,0.2,0,481,898.52
840,-0.08,0.23333,0,2127,898.52
840,-0.05,0.2,0,479,898.46
840,-0.05,0.23333,0,2128,898.46
840,-0.02,0.2,0,477,898.4
840,-0.02,0.23333,0,2129,898.4
840,0.01,0.2,0,475,898.34
840,0.01,0.23333,0,2130,898.34
840,0.04,0.2,0,473,898.28
840,0.04,0.23333,0,2131,898.29
840,0.07,0.2,0,471,898.23
840,0.07,0.23333,0,2132,898.23
840,0.1,0.2,0,469,898.17
840,0.1,0.23333,0,2133,898.17
840,0.13,0.2,0,467,898.12
840,0.13,0.23333,0,2134,898.12
840,0.16,0.2,0,465,898.06
840,0.16,0.23333,0,2135,898.06
840,0.19,0.2,0,463,898.01
840,0.19,0.23333,0,2136,898.01
840,0.22,0.2,0,461,897.96
840,0.22,0.23333,0,2137,897.96
840,0.25,0.2,0,459,897.9
840,0.25,0.23333,0,2138,897.91
840,0.28,0.2,0,457,897.85
840,0.28,0.23333,0,2139,897.85
840,0.31,0.2,0,455,897.8
840,0.31,0.23333,0,2140,897.81
840,0.34,0.2,0,453,897.76
840,0.34,0.23333,0,2141,897.76
840,0.37,0.2,0,451,897.71
840,0.37,0.23333,0,2142,897.71
840,0.4,0.2,0,449,897.66
840,0.4,0.23333,0,2143,897.66
840,0.43,0.2,0,447,897.62
840,0.43,0.23333,0,2144,897.62
840,0.46,0.2,0,445,897.57
840,0.46,0.23333,0,2145,897.57
840,0.49,0.2,0,443,897.53
840,0.49,0.23333,0,2146,897.53
840,0.52,0.2,0,441,897.49
840,0.52,0.23333,0,2147,897.49
840,0.55,0.2,0,439,897.45
840,0.55,0.23333,0,2148,897.45
840,0.58,0.2,0,437,897.41
840,0.58,0.23333,0,2149,897.41
840,0.61,0.2,0,435,897.37
840,0.61,0.23333,0,2150,897.37
840,0.64,0.2,0,433,897.33
840,0.64,0.23333,0,2151,897.33
